#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD276	HAVCR2	9606.ENSP00000320084	9606.ENSP00000312002	0	0	0	0	0.047	0.091	0	0.720	0.736
CD276	LAMP1	9606.ENSP00000320084	9606.ENSP00000333298	0	0	0	0	0.042	0	0	0.401	0.401
CD276	FCGR1A	9606.ENSP00000320084	9606.ENSP00000358165	0	0	0	0	0.098	0.098	0	0.380	0.451
CD276	MARCHF8	9606.ENSP00000320084	9606.ENSP00000411848	0	0	0	0	0	0	0	0.475	0.475
CD276	ENTPD1	9606.ENSP00000320084	9606.ENSP00000360250	0	0	0	0	0	0	0	0.480	0.480
CD276	LILRB4	9606.ENSP00000320084	9606.ENSP00000375616	0	0	0	0	0.044	0.215	0	0.371	0.487
CD276	CD44	9606.ENSP00000320084	9606.ENSP00000398632	0	0	0	0	0.044	0	0	0.527	0.528
CD276	FCGR3A	9606.ENSP00000320084	9606.ENSP00000356946	0	0	0	0	0	0	0	0.591	0.591
CD276	CD9	9606.ENSP00000320084	9606.ENSP00000371958	0	0	0	0	0.074	0.292	0	0.457	0.612
CD276	ITGAM	9606.ENSP00000320084	9606.ENSP00000496959	0	0	0	0	0.055	0	0	0.620	0.625
CD276	ITGAX	9606.ENSP00000320084	9606.ENSP00000454623	0	0	0	0	0.055	0	0	0.696	0.700
CD276	PTPRC	9606.ENSP00000320084	9606.ENSP00000411355	0	0	0	0	0.042	0	0	0.739	0.739
CD276	ICOSLG	9606.ENSP00000320084	9606.ENSP00000339477	0	0	0	0.677	0.055	0	0	0.819	0.822
CD276	LOC102723996	9606.ENSP00000320084	9606.ENSP00000485129	0	0	0	0.682	0.055	0	0	0.871	0.873
CD37	CD74	9606.ENSP00000325708	9606.ENSP00000009530	0	0	0	0	0.257	0	0	0.398	0.534
CD37	CD4	9606.ENSP00000325708	9606.ENSP00000011653	0	0	0	0	0.210	0.113	0	0.551	0.657
CD37	CD38	9606.ENSP00000325708	9606.ENSP00000226279	0	0	0	0	0.085	0	0	0.445	0.470
CD37	CD82	9606.ENSP00000325708	9606.ENSP00000227155	0	0	0	0.867	0.067	0	0	0.791	0.796
CD37	SPI1	9606.ENSP00000325708	9606.ENSP00000227163	0	0	0	0	0.337	0	0	0.169	0.425
CD37	CSF1R	9606.ENSP00000325708	9606.ENSP00000286301	0	0	0	0	0.104	0	0	0.444	0.480
CD37	FCER1G	9606.ENSP00000325708	9606.ENSP00000289902	0	0	0	0	0.274	0	0	0.236	0.422
CD37	LAPTM5	9606.ENSP00000325708	9606.ENSP00000294507	0	0	0	0	0.461	0	0	0.148	0.522
CD37	HAVCR2	9606.ENSP00000325708	9606.ENSP00000312002	0	0	0	0	0.092	0.113	0	0.324	0.408
CD37	LSP1	9606.ENSP00000325708	9606.ENSP00000371194	0	0	0	0	0.437	0	0	0.054	0.445
CD37	ITGB2	9606.ENSP00000325708	9606.ENSP00000380948	0	0	0	0	0.320	0	0	0.244	0.464
CD37	PTPN6	9606.ENSP00000325708	9606.ENSP00000391592	0	0	0	0	0.266	0.292	0	0.076	0.478
CD37	FCGR1A	9606.ENSP00000325708	9606.ENSP00000358165	0	0	0	0	0.070	0.126	0	0.416	0.483
CD37	CD44	9606.ENSP00000325708	9606.ENSP00000398632	0	0	0	0	0.083	0	0	0.522	0.542
CD37	PTPRC	9606.ENSP00000325708	9606.ENSP00000411355	0	0	0	0	0.370	0.053	0	0.296	0.543
CD37	ENTPD1	9606.ENSP00000325708	9606.ENSP00000360250	0	0	0	0	0.101	0	0	0.583	0.609
CD37	SYK	9606.ENSP00000325708	9606.ENSP00000364898	0	0	0	0	0.190	0.298	0	0.565	0.731
CD37	CD9	9606.ENSP00000325708	9606.ENSP00000371958	0	0	0	0.680	0	0	0	0.746	0.746
CD37	CD53	9606.ENSP00000325708	9606.ENSP00000497382	0	0	0	0.752	0.372	0.185	0	0.662	0.811
CD38	CD74	9606.ENSP00000226279	9606.ENSP00000009530	0	0	0	0	0.087	0	0	0.613	0.631
CD38	CD4	9606.ENSP00000226279	9606.ENSP00000011653	0	0	0	0	0.080	0	0	0.929	0.932
CD38	LCP2	9606.ENSP00000226279	9606.ENSP00000046794	0	0	0	0	0.176	0	0	0.482	0.555
CD38	TGFB1	9606.ENSP00000226279	9606.ENSP00000221930	0	0	0	0	0.083	0	0	0.375	0.402
CD38	SPI1	9606.ENSP00000226279	9606.ENSP00000227163	0	0	0	0	0.098	0	0	0.375	0.412
CD38	PXDN	9606.ENSP00000226279	9606.ENSP00000252804	0	0	0	0	0.044	0	0	0.411	0.413
CD38	IRF8	9606.ENSP00000226279	9606.ENSP00000268638	0	0	0	0	0.182	0	0	0.348	0.444
CD38	CX3CR1	9606.ENSP00000226279	9606.ENSP00000351059	0	0	0	0	0.097	0	0	0.412	0.446
CD38	ITGB2	9606.ENSP00000226279	9606.ENSP00000380948	0	0	0	0	0.127	0	0	0.400	0.455
CD38	GUSB	9606.ENSP00000226279	9606.ENSP00000302728	0	0	0	0	0.087	0	0	0.428	0.456
CD38	SYK	9606.ENSP00000226279	9606.ENSP00000364898	0	0	0	0	0.095	0	0	0.430	0.462
CD38	LAMP1	9606.ENSP00000226279	9606.ENSP00000333298	0	0	0	0	0.042	0	0	0.514	0.514
CD38	CD68	9606.ENSP00000226279	9606.ENSP00000250092	0	0	0	0	0.047	0	0	0.526	0.528
CD38	TALDO1	9606.ENSP00000226279	9606.ENSP00000321259	0	0	0	0	0.049	0	0	0.565	0.568
CD38	FOLH1	9606.ENSP00000226279	9606.ENSP00000256999	0	0	0	0	0.043	0	0	0.575	0.575
CD38	CD99	9606.ENSP00000226279	9606.ENSP00000370588	0	0	0	0	0.047	0	0	0.605	0.607
CD38	CD9	9606.ENSP00000226279	9606.ENSP00000371958	0	0	0	0	0	0	0	0.648	0.648
CD38	HAVCR2	9606.ENSP00000226279	9606.ENSP00000312002	0	0	0	0	0.130	0	0	0.630	0.664
CD38	ENTPD1	9606.ENSP00000226279	9606.ENSP00000360250	0	0	0	0	0.082	0	0	0.649	0.664
CD38	ITGAX	9606.ENSP00000226279	9606.ENSP00000454623	0	0	0	0	0.087	0	0	0.670	0.686
CD38	SELPLG	9606.ENSP00000226279	9606.ENSP00000228463	0	0	0	0	0.083	0	0	0.683	0.696
CD38	FCGR1A	9606.ENSP00000226279	9606.ENSP00000358165	0	0	0	0	0.072	0	0	0.752	0.760
CD38	CD44	9606.ENSP00000226279	9606.ENSP00000398632	0	0	0	0	0.109	0	0	0.765	0.782
CD38	ITGAM	9606.ENSP00000226279	9606.ENSP00000496959	0	0	0	0	0.087	0	0	0.799	0.808
CD38	FCGR3A	9606.ENSP00000226279	9606.ENSP00000356946	0	0	0	0	0.105	0.322	0	0.789	0.861
CD38	PTPRC	9606.ENSP00000226279	9606.ENSP00000411355	0	0	0	0	0.185	0	0	0.840	0.864
CD38	SIRT2	9606.ENSP00000226279	9606.ENSP00000249396	0	0	0	0	0	0	0.900	0.279	0.924
CD4	CD74	9606.ENSP00000011653	9606.ENSP00000009530	0	0	0	0	0.195	0	0	0.586	0.653
CD4	LAMP2	9606.ENSP00000011653	9606.ENSP00000408411	0	0	0	0	0	0.071	0	0.390	0.409
CD4	TREM2	9606.ENSP00000011653	9606.ENSP00000362205	0	0	0	0	0.109	0	0	0.370	0.414
CD4	TAC1	9606.ENSP00000011653	9606.ENSP00000321106	0	0	0	0	0	0	0	0.417	0.416
CD4	DOCK2	9606.ENSP00000011653	9606.ENSP00000429283	0	0	0	0	0.197	0	0	0.302	0.416
CD4	S1PR5	9606.ENSP00000011653	9606.ENSP00000328472	0	0	0	0	0	0.091	0	0.386	0.418
CD4	OLR1	9606.ENSP00000011653	9606.ENSP00000309124	0	0	0	0	0	0.091	0	0.390	0.422
CD4	INPP5D	9606.ENSP00000011653	9606.ENSP00000405338	0	0	0	0	0.111	0	0	0.377	0.422
CD4	MARCHF8	9606.ENSP00000011653	9606.ENSP00000411848	0	0	0	0	0.042	0	0	0.424	0.424
CD4	TGFBR1	9606.ENSP00000011653	9606.ENSP00000447297	0	0	0	0	0	0.081	0	0.399	0.424
CD4	IRAK4	9606.ENSP00000011653	9606.ENSP00000479889	0	0	0	0	0	0.081	0	0.399	0.424
CD4	CD99	9606.ENSP00000011653	9606.ENSP00000370588	0	0	0	0	0.055	0	0	0.420	0.428
CD4	PDGFRA	9606.ENSP00000011653	9606.ENSP00000257290	0	0	0	0	0.054	0.045	0	0.423	0.433
CD4	CEBPA	9606.ENSP00000011653	9606.ENSP00000427514	0	0	0	0	0.096	0	0	0.399	0.434
CD4	SERINC5	9606.ENSP00000011653	9606.ENSP00000426237	0	0	0	0	0.047	0	0	0.430	0.434
CD4	ELN	9606.ENSP00000011653	9606.ENSP00000351807	0	0	0	0	0.056	0	0	0.431	0.439
CD4	DNMT3A	9606.ENSP00000011653	9606.ENSP00000264709	0	0	0	0	0.042	0.059	0	0.431	0.442
CD4	NLRP1	9606.ENSP00000011653	9606.ENSP00000460475	0	0	0	0	0.141	0	0	0.380	0.444
CD4	TGFA	9606.ENSP00000011653	9606.ENSP00000404131	0	0	0	0	0	0.134	0	0.391	0.450
CD4	CSF3R	9606.ENSP00000011653	9606.ENSP00000362195	0	0	0	0	0.182	0	0	0.362	0.456
CD4	FOLH1	9606.ENSP00000011653	9606.ENSP00000256999	0	0	0	0	0.055	0.096	0	0.432	0.472
CD4	TF	9606.ENSP00000011653	9606.ENSP00000385834	0	0	0	0	0	0.127	0.400	0.082	0.477
CD4	FYB1	9606.ENSP00000011653	9606.ENSP00000493623	0	0	0	0	0.286	0.045	0	0.323	0.498
CD4	SPP1	9606.ENSP00000011653	9606.ENSP00000378517	0	0	0	0	0	0	0	0.507	0.507
CD4	PDE6B	9606.ENSP00000011653	9606.ENSP00000420295	0	0	0	0	0	0	0	0.511	0.511
CD4	ENTPD2	9606.ENSP00000011653	9606.ENSP00000347213	0	0	0	0	0.042	0	0	0.512	0.512
CD4	PDPN	9606.ENSP00000011653	9606.ENSP00000294489	0	0	0	0	0.044	0	0	0.512	0.514
CD4	GFAP	9606.ENSP00000011653	9606.ENSP00000253408	0	0	0	0	0.042	0.110	0	0.479	0.517
CD4	MMP2	9606.ENSP00000011653	9606.ENSP00000219070	0	0	0	0	0.060	0.092	0	0.480	0.517
CD4	IKZF2	9606.ENSP00000011653	9606.ENSP00000412869	0	0	0	0	0.104	0	0	0.505	0.537
CD4	DOCK8	9606.ENSP00000011653	9606.ENSP00000394888	0	0	0	0	0.181	0	0	0.471	0.548
CD4	CYBB	9606.ENSP00000011653	9606.ENSP00000367851	0	0	0	0	0.181	0	0	0.480	0.555
CD4	CXCL16	9606.ENSP00000011653	9606.ENSP00000293778	0	0	0	0	0.072	0	0	0.542	0.556
CD4	CD84	9606.ENSP00000011653	9606.ENSP00000312367	0	0	0	0	0.228	0	0	0.449	0.557
CD4	IRF5	9606.ENSP00000011653	9606.ENSP00000418037	0	0	0	0	0.117	0.067	0	0.508	0.559
CD4	PLP1	9606.ENSP00000011653	9606.ENSP00000481006	0	0	0	0	0	0.045	0	0.575	0.576
CD4	LILRB4	9606.ENSP00000011653	9606.ENSP00000375616	0	0	0	0	0.138	0.126	0	0.507	0.596
CD4	SELPLG	9606.ENSP00000011653	9606.ENSP00000228463	0	0	0	0	0.155	0.107	0	0.545	0.626
CD4	TYROBP	9606.ENSP00000011653	9606.ENSP00000262629	0	0	0	0	0.332	0	0	0.475	0.634
CD4	FCER1G	9606.ENSP00000011653	9606.ENSP00000289902	0	0	0	0	0.217	0	0	0.562	0.642
CD4	NLRP3	9606.ENSP00000011653	9606.ENSP00000337383	0	0	0	0	0.109	0.100	0	0.598	0.650
CD4	IRF8	9606.ENSP00000011653	9606.ENSP00000268638	0	0	0	0	0.187	0.067	0	0.585	0.658
CD4	CD53	9606.ENSP00000011653	9606.ENSP00000497382	0	0	0	0	0.177	0.113	0	0.574	0.661
CD4	H2BC21	9606.ENSP00000011653	9606.ENSP00000358151	0	0	0	0	0	0.100	0	0.663	0.683
CD4	ICOSLG	9606.ENSP00000011653	9606.ENSP00000339477	0	0	0	0	0.070	0	0	0.679	0.689
CD4	SPI1	9606.ENSP00000011653	9606.ENSP00000227163	0	0	0	0	0.302	0	0	0.582	0.696
CD4	PTPN6	9606.ENSP00000011653	9606.ENSP00000391592	0	0	0	0	0.170	0.069	0.500	0.326	0.704
CD4	LOC102723996	9606.ENSP00000011653	9606.ENSP00000485129	0	0	0	0	0.068	0	0	0.709	0.717
CD4	IFNGR1	9606.ENSP00000011653	9606.ENSP00000356713	0	0	0	0	0.065	0	0	0.733	0.739
CD4	PXDN	9606.ENSP00000011653	9606.ENSP00000252804	0	0	0	0	0	0	0	0.743	0.743
CD4	CSF1R	9606.ENSP00000011653	9606.ENSP00000286301	0	0	0	0	0.293	0.045	0	0.666	0.755
CD4	CX3CR1	9606.ENSP00000011653	9606.ENSP00000351059	0	0	0	0	0.177	0.091	0	0.717	0.770
CD4	ENTPD1	9606.ENSP00000011653	9606.ENSP00000360250	0	0	0	0	0.068	0	0	0.768	0.774
CD4	LAMP1	9606.ENSP00000011653	9606.ENSP00000333298	0	0	0	0	0.042	0	0	0.775	0.775
CD4	IL17RA	9606.ENSP00000011653	9606.ENSP00000320936	0	0	0	0	0.081	0	0	0.770	0.779
CD4	MOG	9606.ENSP00000011653	9606.ENSP00000366091	0	0	0	0	0.068	0	0	0.789	0.795
CD4	SCD5	9606.ENSP00000011653	9606.ENSP00000316329	0	0	0	0	0	0	0	0.804	0.804
CD4	CD9	9606.ENSP00000011653	9606.ENSP00000371958	0	0	0	0	0	0.113	0	0.815	0.829
CD4	HAVCR2	9606.ENSP00000011653	9606.ENSP00000312002	0	0	0	0	0.087	0	0	0.825	0.833
CD4	ITGB2	9606.ENSP00000011653	9606.ENSP00000380948	0	0	0	0	0.276	0.071	0	0.773	0.834
CD4	TGFB1	9606.ENSP00000011653	9606.ENSP00000221930	0	0	0	0	0.072	0	0	0.866	0.870
CD4	LCP2	9606.ENSP00000011653	9606.ENSP00000046794	0	0	0	0	0.285	0.093	0.500	0.704	0.891
CD4	CD68	9606.ENSP00000011653	9606.ENSP00000250092	0	0	0	0	0.127	0	0	0.888	0.898
CD4	FCGR1A	9606.ENSP00000011653	9606.ENSP00000358165	0	0	0	0	0.138	0.126	0	0.881	0.902
CD4	HLA-DMB	9606.ENSP00000011653	9606.ENSP00000398890	0	0	0	0	0.168	0.087	0.900	0.316	0.941
CD4	ITGAM	9606.ENSP00000011653	9606.ENSP00000496959	0	0	0	0	0.218	0.067	0	0.929	0.943
CD4	HLA-DRB5	9606.ENSP00000011653	9606.ENSP00000364114	0	0	0	0	0.117	0.087	0.900	0.405	0.945
CD4	ITGAX	9606.ENSP00000011653	9606.ENSP00000454623	0	0	0	0	0.162	0.067	0	0.941	0.949
CD4	CD44	9606.ENSP00000011653	9606.ENSP00000398632	0	0	0	0	0.055	0	0	0.949	0.950
CD4	HLA-DMA	9606.ENSP00000011653	9606.ENSP00000363976	0	0	0	0	0.138	0	0.900	0.582	0.960
CD4	FCGR3A	9606.ENSP00000011653	9606.ENSP00000356946	0	0	0.222	0	0.182	0.176	0	0.939	0.964
CD4	CD82	9606.ENSP00000011653	9606.ENSP00000227155	0	0	0	0	0.064	0.345	0	0.952	0.968
CD4	PTPRC	9606.ENSP00000011653	9606.ENSP00000411355	0	0	0	0	0.276	0.341	0.400	0.943	0.981
CD4	SYK	9606.ENSP00000011653	9606.ENSP00000364898	0	0	0	0	0.156	0.321	0.900	0.709	0.981
CD4	HLA-DRB1	9606.ENSP00000011653	9606.ENSP00000353099	0	0	0	0	0.188	0.904	0.500	0.879	0.994
CD4	HLA-DRA	9606.ENSP00000011653	9606.ENSP00000378786	0	0	0	0	0.151	0.904	0.900	0.708	0.997
CD44	CD74	9606.ENSP00000398632	9606.ENSP00000009530	0	0	0	0	0.111	0.541	0.720	0.992	0.999
CD44	LCP2	9606.ENSP00000398632	9606.ENSP00000046794	0	0	0	0	0.162	0	0	0.329	0.415
CD44	ITGB4	9606.ENSP00000398632	9606.ENSP00000200181	0	0	0	0	0.067	0	0	0.475	0.489
CD44	MMP2	9606.ENSP00000398632	9606.ENSP00000219070	0	0	0	0	0.080	0	0.500	0.942	0.971
CD44	TGFB1	9606.ENSP00000398632	9606.ENSP00000221930	0	0	0	0	0.157	0	0	0.712	0.747
CD44	CD82	9606.ENSP00000398632	9606.ENSP00000227155	0	0	0	0	0.072	0	0	0.494	0.511
CD44	SPI1	9606.ENSP00000398632	9606.ENSP00000227163	0	0	0	0	0.062	0	0	0.560	0.569
CD44	SELPLG	9606.ENSP00000398632	9606.ENSP00000228463	0	0	0	0	0.143	0	0	0.928	0.935
CD44	SPARC	9606.ENSP00000398632	9606.ENSP00000231061	0	0	0	0	0.060	0	0	0.662	0.668
CD44	CD68	9606.ENSP00000398632	9606.ENSP00000250092	0	0	0	0	0.128	0	0	0.679	0.708
CD44	NCAN	9606.ENSP00000398632	9606.ENSP00000252575	0	0	0	0	0.050	0	0	0.527	0.531
CD44	PXDN	9606.ENSP00000398632	9606.ENSP00000252804	0	0	0	0	0.074	0	0	0.683	0.694
CD44	GFAP	9606.ENSP00000398632	9606.ENSP00000253408	0	0	0	0	0.059	0	0	0.569	0.577
CD44	FOLH1	9606.ENSP00000398632	9606.ENSP00000256999	0	0	0	0	0	0	0	0.635	0.635
CD44	PDGFRA	9606.ENSP00000398632	9606.ENSP00000257290	0	0	0	0	0.073	0.188	0	0.587	0.662
CD44	TYROBP	9606.ENSP00000398632	9606.ENSP00000262629	0	0	0	0	0.147	0	0	0.462	0.521
CD44	TIMP2	9606.ENSP00000398632	9606.ENSP00000262768	0	0	0	0	0.085	0	0	0.439	0.465
CD44	LGALS3BP	9606.ENSP00000398632	9606.ENSP00000262776	0	0	0	0	0.067	0	0	0.537	0.549
CD44	VCAN	9606.ENSP00000398632	9606.ENSP00000265077	0	0	0	0	0.083	0.464	0	0.993	0.996
CD44	ERBB3	9606.ENSP00000398632	9606.ENSP00000267101	0	0	0	0	0	0	0	0.434	0.434
CD44	CSF1R	9606.ENSP00000398632	9606.ENSP00000286301	0	0	0	0	0.093	0	0	0.491	0.519
CD44	SOX8	9606.ENSP00000398632	9606.ENSP00000293894	0	0	0	0	0	0	0	0.406	0.406
CD44	PDPN	9606.ENSP00000398632	9606.ENSP00000294489	0	0	0	0	0.076	0	0	0.507	0.525
CD44	ITGB5	9606.ENSP00000398632	9606.ENSP00000296181	0	0	0	0	0.055	0	0	0.506	0.513
CD44	HAVCR2	9606.ENSP00000398632	9606.ENSP00000312002	0	0	0.203	0	0.056	0	0	0.586	0.661
CD44	HCLS1	9606.ENSP00000398632	9606.ENSP00000320176	0	0	0	0	0.080	0	0	0.508	0.528
CD44	PSEN1	9606.ENSP00000398632	9606.ENSP00000326366	0	0	0	0	0.050	0	0	0.505	0.509
CD44	OLIG2	9606.ENSP00000398632	9606.ENSP00000331040	0	0	0	0	0	0	0	0.512	0.512
CD44	COL4A5	9606.ENSP00000398632	9606.ENSP00000331902	0	0	0	0	0.055	0	0.900	0.174	0.915
CD44	LAMP1	9606.ENSP00000398632	9606.ENSP00000333298	0	0	0	0	0.083	0.128	0	0.526	0.588
CD44	CX3CR1	9606.ENSP00000398632	9606.ENSP00000351059	0	0	0	0	0.059	0	0	0.470	0.480
CD44	PLXNB1	9606.ENSP00000398632	9606.ENSP00000351338	0	0	0	0	0	0	0	0.459	0.459
CD44	ELN	9606.ENSP00000398632	9606.ENSP00000351807	0	0	0	0	0	0	0	0.805	0.805
CD44	LAMC3	9606.ENSP00000398632	9606.ENSP00000354360	0	0	0	0	0	0	0.900	0.090	0.905
CD44	FCGR3A	9606.ENSP00000398632	9606.ENSP00000356946	0	0	0	0	0.074	0	0	0.737	0.746
CD44	S100A6	9606.ENSP00000398632	9606.ENSP00000357709	0	0	0	0	0.229	0	0	0.262	0.407
CD44	S100A10	9606.ENSP00000398632	9606.ENSP00000357801	0	0	0	0	0.253	0	0	0.260	0.424
CD44	H2BC21	9606.ENSP00000398632	9606.ENSP00000358151	0	0	0	0	0	0	0	0.447	0.447
CD44	FCGR1A	9606.ENSP00000398632	9606.ENSP00000358165	0	0	0	0	0.047	0	0	0.479	0.482
CD44	ENTPD1	9606.ENSP00000398632	9606.ENSP00000360250	0	0	0	0	0.106	0	0	0.488	0.523
CD44	YBX1	9606.ENSP00000398632	9606.ENSP00000361626	0	0	0	0	0.049	0	0	0.562	0.565
CD44	COL9A2	9606.ENSP00000398632	9606.ENSP00000361834	0	0	0	0	0	0	0.900	0.072	0.903
CD44	TSPAN15	9606.ENSP00000398632	9606.ENSP00000362387	0	0	0	0	0	0.292	0	0.473	0.611
CD44	SYK	9606.ENSP00000398632	9606.ENSP00000364898	0	0	0	0	0.098	0	0	0.425	0.460
CD44	MOG	9606.ENSP00000398632	9606.ENSP00000366091	0	0	0	0	0	0	0	0.486	0.486
CD44	CD99	9606.ENSP00000398632	9606.ENSP00000370588	0	0	0	0	0.107	0	0	0.620	0.646
CD44	GPNMB	9606.ENSP00000398632	9606.ENSP00000371420	0	0	0	0	0.133	0	0	0.763	0.785
CD44	CD9	9606.ENSP00000398632	9606.ENSP00000371958	0	0	0	0	0.120	0.510	0	0.968	0.985
CD44	LIMA1	9606.ENSP00000398632	9606.ENSP00000378400	0	0	0	0	0.067	0.134	0	0.403	0.475
CD44	SPP1	9606.ENSP00000398632	9606.ENSP00000378517	0	0	0	0	0.143	0.369	0.900	0.996	0.999
CD44	ITGB2	9606.ENSP00000398632	9606.ENSP00000380948	0	0	0	0	0.162	0	0	0.862	0.879
CD44	LOC102723996	9606.ENSP00000398632	9606.ENSP00000485129	0	0	0	0	0	0	0	0.410	0.410
CD44	PLXNB3	9606.ENSP00000398632	9606.ENSP00000442736	0	0	0	0	0	0	0	0.410	0.410
CD44	MARCHF8	9606.ENSP00000398632	9606.ENSP00000411848	0	0	0	0	0	0.292	0	0.204	0.412
CD44	GPR17	9606.ENSP00000398632	9606.ENSP00000442982	0	0	0	0	0	0	0	0.418	0.418
CD44	TGFA	9606.ENSP00000398632	9606.ENSP00000404131	0	0	0	0	0.066	0	0	0.417	0.432
CD44	FGFR2	9606.ENSP00000398632	9606.ENSP00000410294	0	0	0	0	0.054	0.230	0	0.632	0.709
CD44	ITGAX	9606.ENSP00000398632	9606.ENSP00000454623	0	0	0	0	0.154	0	0	0.811	0.833
CD44	TGFBR1	9606.ENSP00000398632	9606.ENSP00000447297	0	0	0	0	0.099	0.516	0	0.682	0.849
CD44	ITGAM	9606.ENSP00000398632	9606.ENSP00000496959	0	0	0	0	0.140	0	0	0.844	0.860
CD44	COL9A3	9606.ENSP00000398632	9606.ENSP00000496793	0	0	0	0	0	0	0.900	0.081	0.904
CD44	PTPRC	9606.ENSP00000398632	9606.ENSP00000411355	0	0	0	0	0.142	0.309	0	0.893	0.931
CD53	CD74	9606.ENSP00000497382	9606.ENSP00000009530	0	0	0	0	0.359	0	0	0.320	0.545
CD53	LCP2	9606.ENSP00000497382	9606.ENSP00000046794	0	0	0	0	0.711	0	0	0.323	0.796
CD53	CD82	9606.ENSP00000497382	9606.ENSP00000227155	0	0	0	0.821	0.062	0.292	0	0.823	0.872
CD53	SPI1	9606.ENSP00000497382	9606.ENSP00000227163	0	0	0	0	0.433	0	0	0.216	0.536
CD53	SELPLG	9606.ENSP00000497382	9606.ENSP00000228463	0	0	0	0	0.341	0	0	0.165	0.427
CD53	CYTH4	9606.ENSP00000497382	9606.ENSP00000248901	0	0	0	0	0.426	0	0	0.133	0.481
CD53	CD68	9606.ENSP00000497382	9606.ENSP00000250092	0	0	0	0	0.196	0	0	0.543	0.617
CD53	TYROBP	9606.ENSP00000497382	9606.ENSP00000262629	0	0	0	0	0.499	0	0	0.601	0.791
CD53	IRF8	9606.ENSP00000497382	9606.ENSP00000268638	0	0	0	0	0.355	0	0	0.237	0.487
CD53	CSF1R	9606.ENSP00000497382	9606.ENSP00000286301	0	0	0	0	0.268	0	0	0.471	0.596
CD53	FCER1G	9606.ENSP00000497382	9606.ENSP00000289902	0	0	0	0	0.355	0	0	0.390	0.590
CD53	NCKAP1L	9606.ENSP00000497382	9606.ENSP00000293373	0	0	0	0	0.466	0	0	0.490	0.716
CD53	LAPTM5	9606.ENSP00000497382	9606.ENSP00000294507	0	0	0	0	0.800	0	0	0.668	0.930
CD53	CD84	9606.ENSP00000497382	9606.ENSP00000312367	0	0	0	0	0.274	0	0	0.300	0.470
CD53	HCLS1	9606.ENSP00000497382	9606.ENSP00000320176	0	0	0	0	0.553	0	0	0.071	0.567
CD53	WDFY4	9606.ENSP00000497382	9606.ENSP00000320563	0	0	0	0	0.436	0	0	0	0.436
CD53	FCGR3A	9606.ENSP00000497382	9606.ENSP00000356946	0	0	0	0	0.305	0	0	0.258	0.462
CD53	FCGR1A	9606.ENSP00000497382	9606.ENSP00000358165	0	0	0	0	0.209	0.126	0	0.218	0.413
CD53	CYBB	9606.ENSP00000497382	9606.ENSP00000367851	0	0	0	0	0.465	0.058	0	0.247	0.587
CD53	CD9	9606.ENSP00000497382	9606.ENSP00000371958	0	0	0.100	0.759	0.042	0.292	0	0.563	0.697
CD53	HLA-DRA	9606.ENSP00000497382	9606.ENSP00000378786	0	0	0	0	0.347	0	0	0.470	0.639
CD53	ITGB2	9606.ENSP00000497382	9606.ENSP00000380948	0	0	0	0	0.523	0	0	0.656	0.829
CD53	LAT2	9606.ENSP00000497382	9606.ENSP00000381492	0	0	0	0	0.358	0	0	0.105	0.401
CD53	LCP1	9606.ENSP00000497382	9606.ENSP00000381581	0	0	0	0	0.659	0	0	0.121	0.688
CD53	PARVG	9606.ENSP00000497382	9606.ENSP00000391583	0	0	0	0	0.441	0	0	0	0.441
CD53	SLA	9606.ENSP00000497382	9606.ENSP00000394049	0	0	0	0	0.461	0.050	0	0.041	0.466
CD53	PTPRC	9606.ENSP00000497382	9606.ENSP00000411355	0	0	0	0	0.724	0.053	0	0.370	0.821
CD53	DOCK2	9606.ENSP00000497382	9606.ENSP00000429283	0	0	0	0	0.439	0	0	0.243	0.557
CD53	ITGAX	9606.ENSP00000497382	9606.ENSP00000454623	0	0	0	0	0.294	0.046	0	0.264	0.461
CD53	FYB1	9606.ENSP00000497382	9606.ENSP00000493623	0	0	0	0	0.402	0	0	0.218	0.512
CD53	ITGAM	9606.ENSP00000497382	9606.ENSP00000496959	0	0	0	0	0.394	0.046	0	0.291	0.555
CD68	CD74	9606.ENSP00000250092	9606.ENSP00000009530	0	0	0	0	0.109	0	0	0.492	0.528
CD68	GRN	9606.ENSP00000250092	9606.ENSP00000053867	0	0	0	0	0.293	0.360	0	0.354	0.682
CD68	MMP2	9606.ENSP00000250092	9606.ENSP00000219070	0	0	0	0	0.070	0	0	0.479	0.495
CD68	TGFB1	9606.ENSP00000250092	9606.ENSP00000221930	0	0	0	0	0.163	0	0	0.756	0.787
CD68	SPI1	9606.ENSP00000250092	9606.ENSP00000227163	0	0	0	0	0.296	0	0	0.396	0.557
CD68	SELPLG	9606.ENSP00000250092	9606.ENSP00000228463	0	0	0	0	0.186	0.045	0	0.472	0.553
CD68	LAPTM5	9606.ENSP00000250092	9606.ENSP00000294507	0	0	0	0	0.239	0	0	0.245	0.401
CD68	SIGLEC10	9606.ENSP00000250092	9606.ENSP00000345243	0	0	0.277	0	0.066	0	0	0.185	0.402
CD68	CD9	9606.ENSP00000250092	9606.ENSP00000371958	0	0	0	0	0.042	0	0	0.411	0.412
